image_id,fold
train_00001.png,1
train_00002.png,1
train_00003.png,0
train_00004.png,4
train_00005.png,4
train_00006.png,4
train_00007.png,3
train_00008.png,2
train_00009.png,0
train_00010.png,1
train_00011.png,3
train_00012.png,0
train_00013.png,2
train_00014.png,0
train_00015.png,3
train_00016.png,0
train_00017.png,0
train_00018.png,2
train_00019.png,3
train_00020.png,4
train_00021.png,4
train_00022.png,3
train_00023.png,0
train_00024.png,4
train_00025.png,4
train_00026.png,0
train_00027.png,1
train_00028.png,1
train_00029.png,3
train_00030.png,3
train_00031.png,0
train_00032.png,0
train_00033.png,0
train_00034.png,3
train_00035.png,3
train_00036.png,4
train_00037.png,3
train_00038.png,2
train_00039.png,0
train_00040.png,3
train_00041.png,0
train_00042.png,3
train_00043.png,0
train_00044.png,3
train_00045.png,4
train_00046.png,0
train_00047.png,1
train_00048.png,3
train_00049.png,1
train_00050.png,4
train_00051.png,3
train_00052.png,1
train_00053.png,0
train_00054.png,3
train_00055.png,1
train_00056.png,1
train_00057.png,2
train_00058.png,1
train_00059.png,0
train_00060.png,1
train_00061.png,4
train_00062.png,1
train_00063.png,4
train_00064.png,1
train_00065.png,0
train_00066.png,2
train_00067.png,4
train_00068.png,2
train_00069.png,3
train_00070.png,4
train_00071.png,3
train_00072.png,1
train_00073.png,0
train_00074.png,0
train_00075.png,2
train_00076.png,4
train_00077.png,3
train_00078.png,3
train_00079.png,3
train_00080.png,0
train_00081.png,1
train_00082.png,0
train_00083.png,2
train_00084.png,0
train_00085.png,3
train_00086.png,0
train_00087.png,4
train_00088.png,4
train_00089.png,1
train_00090.png,1
train_00091.png,4
train_00092.png,1
train_00093.png,0
train_00094.png,2
train_00095.png,3
train_00096.png,0
train_00097.png,2
train_00098.png,3
train_00099.png,4
train_00100.png,1
train_00101.png,2
train_00102.png,1
train_00103.png,3
train_00104.png,0
train_00105.png,3
train_00106.png,3
train_00107.png,3
train_00108.png,3
train_00109.png,1
train_00110.png,0
train_00111.png,3
train_00112.png,3
train_00113.png,3
train_00114.png,2
train_00115.png,0
train_00116.png,0
train_00117.png,4
train_00118.png,3
train_00119.png,3
train_00120.png,0
train_00121.png,2
train_00122.png,2
train_00123.png,4
train_00124.png,2
train_00125.png,2
train_00126.png,3
train_00127.png,2
train_00128.png,2
train_00129.png,2
train_00130.png,2
train_00131.png,3
train_00132.png,1
train_00133.png,4
train_00134.png,3
train_00135.png,3
train_00136.png,0
train_00137.png,4
train_00138.png,4
train_00139.png,3
train_00140.png,1
train_00141.png,0
train_00142.png,3
train_00143.png,2
train_00144.png,1
train_00145.png,1
train_00146.png,4
train_00147.png,2
train_00148.png,2
train_00149.png,3
train_00150.png,1
train_00151.png,2
train_00152.png,0
train_00153.png,1
train_00154.png,0
train_00155.png,1
train_00156.png,4
train_00157.png,2
train_00158.png,0
train_00159.png,3
train_00160.png,1
train_00161.png,3
train_00162.png,4
train_00163.png,1
train_00164.png,1
train_00165.png,3
train_00166.png,4
train_00167.png,0
train_00168.png,3
train_00169.png,0
train_00170.png,1
train_00171.png,2
train_00172.png,2
train_00173.png,3
train_00174.png,1
train_00175.png,0
train_00176.png,3
train_00177.png,0
train_00178.png,1
train_00179.png,4
train_00180.png,2
train_00181.png,1
train_00182.png,2
train_00183.png,1
train_00184.png,1
train_00185.png,1
train_00186.png,2
train_00187.png,0
train_00188.png,1
train_00189.png,1
train_00190.png,3
train_00191.png,2
train_00192.png,2
train_00193.png,1
train_00194.png,1
train_00195.png,1
train_00196.png,3
train_00197.png,4
train_00198.png,2
train_00199.png,4
train_00200.png,4
train_00201.png,0
train_00202.png,0
train_00203.png,0
train_00204.png,3
train_00205.png,0
train_00206.png,1
train_00207.png,0
train_00208.png,3
train_00209.png,0
train_00210.png,1
train_00211.png,0
train_00212.png,2
train_00213.png,1
train_00214.png,0
train_00215.png,4
train_00216.png,1
train_00217.png,0
train_00218.png,1
train_00219.png,0
train_00220.png,4
train_00221.png,0
train_00222.png,1
train_00223.png,4
train_00224.png,3
train_00225.png,2
train_00226.png,1
train_00227.png,1
train_00228.png,2
train_00229.png,4
train_00230.png,1
train_00231.png,4
train_00232.png,0
train_00233.png,0
train_00234.png,3
train_00235.png,4
train_00236.png,4
train_00237.png,3
train_00238.png,4
train_00239.png,0
train_00240.png,2
train_00241.png,0
train_00242.png,4
train_00243.png,4
train_00244.png,2
train_00245.png,4
train_00246.png,3
train_00247.png,4
train_00248.png,4
train_00249.png,1
train_00250.png,2
train_00251.png,0
train_00252.png,3
train_00253.png,0
train_00254.png,0
train_00255.png,2
train_00256.png,4
train_00257.png,2
train_00258.png,2
train_00259.png,0
train_00260.png,3
train_00261.png,1
train_00262.png,4
train_00263.png,0
train_00264.png,3
train_00265.png,2
train_00266.png,4
train_00267.png,4
train_00268.png,1
train_00269.png,0
train_00270.png,4
train_00271.png,0
train_00272.png,1
train_00273.png,4
train_00274.png,2
train_00275.png,3
train_00276.png,4
train_00277.png,0
train_00278.png,2
train_00279.png,0
train_00280.png,4
train_00281.png,0
train_00282.png,2
train_00283.png,4
train_00284.png,3
train_00285.png,1
train_00286.png,3
train_00287.png,1
train_00288.png,3
train_00289.png,1
train_00290.png,4
train_00291.png,4
train_00292.png,4
train_00293.png,1
train_00294.png,2
train_00295.png,4
train_00296.png,4
train_00297.png,2
train_00298.png,1
train_00299.png,2
train_00300.png,3
train_00301.png,4
train_00302.png,2
train_00303.png,3
train_00304.png,0
train_00305.png,0
train_00306.png,3
train_00307.png,2
train_00308.png,3
train_00309.png,0
train_00310.png,3
train_00311.png,1
train_00312.png,4
train_00313.png,4
train_00314.png,2
train_00315.png,4
train_00316.png,1
train_00317.png,0
train_00318.png,4
train_00319.png,2
train_00320.png,0
train_00321.png,2
train_00322.png,2
train_00323.png,1
train_00324.png,0
train_00325.png,2
train_00326.png,4
train_00327.png,4
train_00328.png,2
train_00329.png,0
train_00330.png,0
train_00331.png,0
train_00332.png,2
train_00333.png,1
train_00334.png,2
train_00335.png,1
train_00336.png,1
train_00337.png,0
train_00338.png,4
train_00339.png,2
train_00340.png,4
train_00341.png,2
train_00342.png,4
train_00343.png,1
train_00344.png,4
train_00345.png,4
train_00346.png,3
train_00347.png,4
train_00348.png,4
train_00349.png,1
train_00350.png,4
train_00351.png,4
train_00352.png,1
train_00353.png,4
train_00354.png,1
train_00355.png,1
train_00356.png,0
train_00357.png,4
train_00358.png,2
train_00359.png,0
train_00360.png,0
train_00361.png,2
train_00362.png,2
train_00363.png,0
train_00364.png,4
train_00365.png,2
train_00366.png,0
train_00367.png,0
train_00368.png,4
train_00369.png,3
train_00370.png,3
train_00371.png,1
train_00372.png,3
train_00373.png,4
train_00374.png,2
train_00375.png,3
train_00376.png,1
train_00377.png,4
train_00378.png,1
train_00379.png,0
train_00380.png,0
train_00381.png,0
train_00382.png,4
train_00383.png,0
train_00384.png,1
train_00385.png,3
train_00386.png,2
train_00387.png,1
train_00388.png,4
train_00389.png,4
train_00390.png,0
train_00391.png,0
train_00392.png,3
train_00393.png,4
train_00394.png,2
train_00395.png,3
train_00396.png,2
train_00397.png,4
train_00398.png,2
train_00399.png,1
train_00400.png,3
train_00401.png,1
train_00402.png,2
train_00403.png,3
train_00404.png,0
train_00405.png,3
train_00406.png,3
train_00407.png,2
train_00408.png,3
train_00409.png,4
train_00410.png,1
train_00411.png,4
train_00412.png,4
train_00413.png,4
train_00414.png,0
train_00415.png,1
train_00416.png,0
train_00417.png,4
train_00418.png,4
train_00419.png,2
train_00420.png,3
train_00421.png,2
train_00422.png,0
train_00423.png,3
train_00424.png,1
train_00425.png,2
train_00426.png,1
train_00427.png,0
train_00428.png,2
train_00429.png,0
train_00430.png,3
train_00431.png,1
train_00432.png,0
train_00433.png,0
train_00434.png,3
train_00435.png,1
train_00436.png,1
train_00437.png,0
train_00438.png,1
train_00439.png,2
train_00440.png,0
train_00441.png,0
train_00442.png,3
train_00443.png,0
train_00444.png,3
train_00445.png,4
train_00446.png,1
train_00447.png,2
train_00448.png,2
train_00449.png,3
train_00450.png,2
train_00451.png,4
train_00452.png,0
train_00453.png,1
train_00454.png,2
train_00455.png,1
train_00456.png,4
train_00457.png,2
train_00458.png,0
train_00459.png,1
train_00460.png,3
train_00461.png,0
train_00462.png,0
train_00463.png,1
train_00464.png,1
train_00465.png,0
train_00466.png,2
train_00467.png,4
train_00468.png,0
train_00469.png,1
train_00470.png,1
train_00471.png,2
train_00472.png,4
train_00473.png,3
train_00474.png,1
train_00475.png,3
train_00476.png,3
train_00477.png,3
train_00478.png,3
train_00479.png,1
train_00480.png,1
train_00481.png,3
train_00482.png,3
train_00483.png,3
train_00484.png,1
train_00485.png,3
train_00486.png,3
train_00487.png,0
train_00488.png,3
train_00489.png,0
train_00490.png,0
train_00491.png,0
train_00492.png,2
train_00493.png,0
train_00494.png,3
train_00495.png,2
train_00496.png,2
train_00497.png,2
train_00498.png,1
train_00499.png,3
train_00500.png,1
train_00501.png,2
train_00502.png,4
train_00503.png,2
train_00504.png,0
train_00505.png,0
train_00506.png,1
train_00507.png,3
train_00508.png,3
train_00509.png,2
train_00510.png,4
train_00511.png,3
train_00512.png,3
train_00513.png,0
train_00514.png,2
train_00515.png,1
train_00516.png,1
train_00517.png,2
train_00518.png,3
train_00519.png,4
train_00520.png,1
train_00521.png,4
train_00522.png,1
train_00523.png,4
train_00524.png,1
train_00525.png,4
train_00526.png,2
train_00527.png,3
train_00528.png,3
train_00529.png,0
train_00530.png,4
train_00531.png,1
train_00532.png,2
train_00533.png,4
train_00534.png,3
train_00535.png,2
train_00536.png,4
train_00537.png,1
train_00538.png,0
train_00539.png,4
train_00540.png,3
train_00541.png,2
train_00542.png,1
train_00543.png,0
train_00544.png,0
train_00545.png,3
train_00546.png,4
train_00547.png,0
train_00548.png,3
train_00549.png,4
train_00550.png,2
train_00551.png,4
train_00552.png,3
train_00553.png,3
train_00554.png,2
train_00555.png,3
train_00556.png,0
train_00557.png,4
train_00558.png,3
train_00559.png,4
train_00560.png,1
train_00561.png,1
train_00562.png,1
train_00563.png,0
train_00564.png,4
train_00565.png,4
train_00566.png,4
train_00567.png,3
train_00568.png,1
train_00569.png,2
train_00570.png,4
train_00571.png,2
train_00572.png,0
train_00573.png,0
train_00574.png,1
train_00575.png,2
train_00576.png,2
train_00577.png,1
train_00578.png,3
train_00579.png,3
train_00580.png,0
train_00581.png,2
train_00582.png,3
train_00583.png,4
train_00584.png,3
train_00585.png,4
train_00586.png,3
train_00587.png,3
train_00588.png,1
train_00589.png,4
train_00590.png,2
train_00591.png,2
train_00592.png,1
train_00593.png,2
train_00594.png,3
train_00595.png,3
train_00596.png,0
train_00597.png,3
train_00598.png,3
train_00599.png,0
train_00600.png,0
train_00601.png,1
train_00602.png,2
train_00603.png,0
train_00604.png,0
train_00605.png,0
train_00606.png,1
train_00607.png,3
train_00608.png,1
train_00609.png,2
train_00610.png,4
train_00611.png,2
train_00612.png,2
train_00613.png,0
train_00614.png,2
train_00615.png,1
train_00616.png,4
train_00617.png,1
train_00618.png,3
train_00619.png,3
train_00620.png,2
train_00621.png,4
train_00622.png,3
train_00623.png,1
train_00624.png,2
train_00625.png,0
train_00626.png,0
train_00627.png,2
train_00628.png,3
train_00629.png,3
train_00630.png,1
train_00631.png,2
train_00632.png,1
train_00633.png,2
train_00634.png,3
train_00635.png,4
train_00636.png,2
train_00637.png,2
train_00638.png,4
train_00639.png,2
train_00640.png,1
train_00641.png,3
train_00642.png,0
train_00643.png,4
train_00644.png,4
train_00645.png,3
train_00646.png,4
train_00647.png,1
train_00648.png,0
train_00649.png,4
train_00650.png,2
train_00651.png,0
train_00652.png,1
train_00653.png,3
train_00654.png,0
train_00655.png,0
train_00656.png,1
train_00657.png,3
train_00658.png,0
train_00659.png,4
train_00660.png,3
train_00661.png,0
train_00662.png,3
train_00663.png,1
train_00664.png,1
train_00665.png,0
train_00666.png,1
train_00667.png,3
train_00668.png,2
train_00669.png,3
train_00670.png,0
train_00671.png,4
train_00672.png,2
train_00673.png,1
train_00674.png,4
train_00675.png,3
train_00676.png,1
train_00677.png,0
train_00678.png,3
train_00679.png,3
train_00680.png,4
train_00681.png,0
train_00682.png,0
train_00683.png,1
train_00684.png,1
train_00685.png,1
train_00686.png,1
train_00687.png,4
train_00688.png,1
train_00689.png,4
train_00690.png,4
train_00691.png,2
train_00692.png,3
train_00693.png,1
train_00694.png,0
train_00695.png,4
train_00696.png,1
train_00697.png,0
train_00698.png,1
train_00699.png,1
train_00700.png,3
train_00701.png,1
train_00702.png,2
train_00703.png,1
train_00704.png,3
train_00705.png,3
train_00706.png,2
train_00707.png,3
train_00708.png,2
train_00709.png,3
train_00710.png,2
train_00711.png,1
train_00712.png,0
train_00713.png,4
train_00714.png,3
train_00715.png,3
train_00716.png,4
train_00717.png,2
train_00718.png,4
train_00719.png,3
train_00720.png,1
train_00721.png,3
train_00722.png,3
train_00723.png,4
train_00724.png,3
train_00725.png,4
train_00726.png,0
train_00727.png,2
train_00728.png,1
train_00729.png,0
train_00730.png,3
train_00731.png,3
train_00732.png,1
train_00733.png,2
train_00734.png,1
train_00735.png,3
train_00736.png,4
train_00737.png,2
train_00738.png,4
train_00739.png,2
train_00740.png,0
train_00741.png,1
train_00742.png,2
train_00743.png,3
train_00744.png,1
train_00745.png,1
train_00746.png,3
train_00747.png,0
train_00748.png,3
train_00749.png,4
train_00750.png,3
train_00751.png,3
train_00752.png,1
train_00753.png,4
train_00754.png,0
train_00755.png,3
train_00756.png,3
train_00757.png,0
train_00758.png,0
train_00759.png,3
train_00760.png,0
train_00761.png,0
train_00762.png,2
train_00763.png,4
train_00764.png,0
train_00765.png,2
train_00766.png,4
train_00767.png,1
train_00768.png,2
train_00769.png,3
train_00770.png,2
train_00771.png,0
train_00772.png,1
train_00773.png,3
train_00774.png,1
train_00775.png,0
train_00776.png,3
train_00777.png,0
train_00778.png,1
train_00779.png,4
train_00780.png,2
train_00781.png,3
train_00782.png,0
train_00783.png,4
train_00784.png,4
train_00785.png,1
train_00786.png,2
train_00787.png,4
train_00788.png,1
train_00789.png,1
train_00790.png,2
train_00791.png,2
train_00792.png,0
train_00793.png,1
train_00794.png,0
train_00795.png,2
train_00796.png,4
train_00797.png,0
train_00798.png,2
train_00799.png,3
train_00800.png,0
train_00801.png,1
train_00802.png,2
train_00803.png,4
train_00804.png,1
train_00805.png,4
train_00806.png,2
train_00807.png,4
train_00808.png,2
train_00809.png,4
train_00810.png,3
train_00811.png,3
train_00812.png,3
train_00813.png,0
train_00814.png,2
train_00815.png,4
train_00816.png,2
train_00817.png,0
train_00818.png,3
train_00819.png,3
train_00820.png,4
train_00821.png,0
train_00822.png,1
train_00823.png,3
train_00824.png,0
train_00825.png,1
train_00826.png,1
train_00827.png,0
train_00828.png,3
train_00829.png,1
train_00830.png,2
train_00831.png,3
train_00832.png,3
train_00833.png,0
train_00834.png,2
train_00835.png,3
train_00836.png,4
train_00837.png,2
train_00838.png,3
train_00839.png,3
train_00840.png,4
train_00841.png,1
train_00842.png,4
train_00843.png,3
train_00844.png,0
train_00845.png,4
train_00846.png,3
train_00847.png,4
train_00848.png,1
train_00849.png,3
train_00850.png,4
train_00851.png,1
train_00852.png,4
train_00853.png,3
train_00854.png,1
train_00855.png,2
train_00856.png,0
train_00857.png,1
train_00858.png,4
train_00859.png,1
train_00860.png,2
train_00861.png,4
train_00862.png,1
train_00863.png,2
train_00864.png,0
train_00865.png,4
train_00866.png,2
train_00867.png,2
train_00868.png,3
train_00869.png,1
train_00870.png,4
train_00871.png,3
train_00872.png,1
train_00873.png,0
train_00874.png,2
train_00875.png,2
train_00876.png,2
train_00877.png,3
train_00878.png,4
train_00879.png,2
train_00880.png,1
train_00881.png,0
train_00882.png,3
train_00883.png,3
train_00884.png,0
train_00885.png,2
train_00886.png,0
train_00887.png,2
train_00888.png,4
train_00889.png,4
train_00890.png,3
train_00891.png,2
train_00892.png,1
train_00893.png,0
train_00894.png,3
train_00895.png,2
train_00896.png,1
train_00897.png,1
train_00898.png,1
train_00899.png,3
train_00900.png,0
train_00901.png,2
train_00902.png,1
train_00903.png,1
train_00904.png,2
train_00905.png,3
train_00906.png,3
train_00907.png,4
train_00908.png,2
train_00909.png,0
train_00910.png,4
train_00911.png,2
train_00912.png,4
train_00913.png,2
train_00914.png,4
train_00915.png,0
train_00916.png,4
train_00917.png,2
train_00918.png,4
train_00919.png,4
train_00920.png,4
train_00921.png,3
train_00922.png,3
train_00923.png,4
train_00924.png,3
train_00925.png,0
train_00926.png,2
train_00927.png,0
train_00928.png,3
train_00929.png,1
train_00930.png,1
train_00931.png,4
train_00932.png,3
train_00933.png,1
train_00934.png,4
train_00935.png,4
train_00936.png,0
train_00937.png,2
train_00938.png,1
train_00939.png,0
train_00940.png,4
train_00941.png,1
train_00942.png,3
train_00943.png,2
train_00944.png,2
train_00945.png,1
train_00946.png,4
train_00947.png,4
train_00948.png,3
train_00949.png,0
train_00950.png,2
train_00951.png,4
train_00952.png,1
train_00953.png,2
train_00954.png,2
train_00955.png,4
train_00956.png,3
train_00957.png,2
train_00958.png,1
train_00959.png,0
train_00960.png,0
train_00961.png,2
train_00962.png,3
train_00963.png,4
train_00964.png,2
train_00965.png,4
train_00966.png,1
train_00967.png,4
train_00968.png,1
train_00969.png,4
train_00970.png,2
train_00971.png,0
train_00972.png,0
train_00973.png,2
train_00974.png,1
train_00975.png,3
train_00976.png,2
train_00977.png,3
train_00978.png,1
train_00979.png,3
train_00980.png,1
train_00981.png,4
train_00982.png,2
train_00983.png,0
train_00984.png,1
train_00985.png,3
train_00986.png,0
train_00987.png,4
train_00988.png,2
train_00989.png,4
train_00990.png,1
train_00991.png,0
train_00992.png,1
train_00993.png,0
train_00994.png,4
train_00995.png,3
train_00996.png,0
train_00997.png,0
train_00998.png,4
train_00999.png,3
train_01000.png,1
train_01001.png,2
train_01002.png,4
train_01003.png,4
train_01004.png,2
train_01005.png,3
train_01006.png,1
train_01007.png,3
train_01008.png,2
train_01009.png,0
train_01010.png,2
train_01011.png,2
train_01012.png,2
train_01013.png,2
train_01014.png,1
train_01015.png,3
train_01016.png,0
train_01017.png,2
train_01018.png,2
train_01019.png,1
train_01020.png,1
train_01021.png,4
train_01022.png,0
train_01023.png,2
train_01024.png,4
train_01025.png,4
train_01026.png,1
train_01027.png,1
train_01028.png,3
train_01029.png,1
train_01030.png,1
train_01031.png,0
train_01032.png,1
train_01033.png,3
train_01034.png,2
train_01035.png,0
train_01036.png,3
train_01037.png,0
train_01038.png,0
train_01039.png,2
